st_gene_id	gene_id	gene_symbol	fpkm_con_1	fpkm_con_2	fpkm_con_3	fpkm_p_1	fpkm_p_2	fpkm_p_3	tpm_con_1	tpm_con_2	tpm_con_3	tpm_p_1	tpm_p_2	tpm_p_3	read_count_con_1	read_count_con_2	read_count_con_3	read_count_p_1	read_count_p_2	read_count_p_3	average_fpkm_con	average_fpkm_p	average_tpm_con	average_tpm_p	average_read_count_con	average_read_count_p
G9606_21093	55553	SOX6	0.01	0	0	0	0	0.01	0.01	0	0	0	0	0.01	1	0	0	0	0	1	0.003333333	0.003333333	0.003333333	0.003333333	0.333333333	0.333333333
G9606_12450	8419	BFSP2	0	0	0.07	0.1	0	0.05	0	0	0.15	0.21	0	0.11	0	0	2	3	0	1	0.023333333	0.05	0.05	0.106666667	0.666666667	1.333333333
G9606_14852	10133	OPTN	14.23	14.39	14.46	17.74	17.99	16.89	28.76	28.68	29.49	37.59	38.63	36.27	944.24	824.08	950.61	1149.32	1173.15	1090.33	14.36	17.54	28.97666667	37.49666667	906.31	1137.6
G9606_2863	55173	MRPS10	27.78	24.67	25.02	24.2	23.25	23.81	56.12	49.16	51.03	51.29	49.92	51.13	1119.48	857.27	995.06	949.67	920.63	934.31	25.82333333	23.75333333	52.10333333	50.78	990.6033333	934.87
G9606_17362	29926	GMPPA	49.03	51.49	49.32	45.25	43.99	44.88	99.07	102.59	100.56	95.92	94.45	96.35	1480	1334.54	1464.53	1339.95	1311.81	1320	49.94666667	44.70666667	100.74	95.57333333	1426.356667	1323.92
G9606_1931	6276	S100A5	0.59	0.31	1.1	1.25	0.94	0.32	1.19	0.62	2.24	2.66	2.02	0.69	12	6	21	24	17	7	0.666666667	0.836666667	1.35	1.79	13	16
G9606_6179	3839	KPNA3	19.08	16.46	18.31	16.9	18.03	18.53	38.55	32.8	37.34	35.83	38.72	39.77	1559	1158	1479.01	1346.14	1450	1475.33	17.95	17.82	36.23	38.10666667	1398.67	1423.823333
G9606_14719	54732	TMED9	95.96	97.58	96.7	84.22	82.93	83.95	193.89	194.42	197.19	178.51	178.07	180.22	4702.7	4124.03	4673.63	4013.45	3990.63	3999.99	96.74666667	83.7	195.1666667	178.9333333	4500.12	4001.356667
G9606_3458	200205	IBA57	2.35	2.41	2.14	2.16	2.08	2.52	4.75	4.8	4.36	4.58	4.47	5.42	353.93	315.77	320.02	317.92	309.4	369.85	2.3	2.253333333	4.636666667	4.823333333	329.9066667	332.39
G9606_9427	388931	MFSD2B	0.38	0.31	0.6	0.46	0.39	0.55	0.77	0.62	1.23	0.98	0.84	1.19	22.59	15.34	30.06	24.47	19.25	28.85	0.43	0.466666667	0.873333333	1.003333333	22.66333333	24.19
G9606_9198	27023	FOXB1	0	0.04	0	0.04	0	0	0	0.08	0	0.08	0	0	0	2	0	2	0	0	0.013333333	0.013333333	0.026666667	0.026666667	0.666666667	0.666666667
G9606_2442	51011	FAHD2A	33.77	38.14	34.78	35.88	35.66	35.72	68.24	75.98	70.91	76.04	76.58	76.69	1064.63	1030.09	1065.06	1147.81	1138.12	1125.78	35.56333333	35.75333333	71.71	76.43666667	1053.26	1137.236667
G9606_481	23518	R3HDM1	14.25	13.63	13.63	13.81	14.27	14.85	28.8	27.17	27.78	29.28	30.63	31.89	1250	1032.94	1186.07	1172.18	1220.85	1266	13.83666667	14.31	27.91666667	30.6	1156.336667	1219.676667
G9606_20382	727684	C1orf195	0	0.05	0	0	0	0.02	0	0.1	0	0	0	0.04	0	1.07	0	0	0	0.46	0.016666667	0.006666667	0.033333333	0.013333333	0.356666667	0.153333333
G9606_14820	2113	ETS1	13.52	12.67	13.75	15.22	15.34	15.37	27.32	25.25	28.03	32.26	32.95	33.01	1369.1	1107.88	1379.26	1510.27	1536.96	1523.15	13.31333333	15.31	26.86666667	32.74	1285.413333	1523.46
G9606_30959	7224	TRPC5	0	0	0	0	0.01	0	0	0	0	0	0.02	0	0	0	0	0	1.11	0	0	0.003333333	0	0.006666667	0	0.37
G9606_3677	84525	HOPX	0.33	0.4	0.44	0.94	0.5	0.51	0.66	0.79	0.9	1.99	1.08	1.09	7	8	8	18	9	10	0.39	0.65	0.783333333	1.386666667	7.666666667	12.33333333
G9606_1954	3002	GZMB	0.06	0.07	0.25	0.27	0.46	0.27	0.12	0.14	0.5	0.57	0.98	0.57	1	1	4	4.29	7.43	4.29	0.126666667	0.333333333	0.253333333	0.706666667	2	5.336666667
G9606_19904	1258	CNGB1	0.23	0.12	0.01	0.07	0.14	0.12	0.46	0.23	0.02	0.16	0.29	0.26	10.15	3.95	0.99	4.23	9.73	9.26	0.12	0.11	0.236666667	0.236666667	5.03	7.74
G9606_34130	6663	SOX10	0	0	0.04	0.02	0	0	0	0	0.07	0.04	0	0	0	0	2	1	0	0	0.013333333	0.006666667	0.023333333	0.013333333	0.666666667	0.333333333
G9606_31108	389199	LOC389199	0.09	0.1	0.05	0.14	0	0.05	0.18	0.21	0.09	0.3	0	0.1	2.22	2.19	1.11	3.34	0	1.09	0.08	0.063333333	0.16	0.133333333	1.84	1.476666667
G9606_24614	123169	LEO1	21.19	21.37	22.08	22.49	19.72	21.07	42.81	42.58	45.02	47.66	42.34	45.25	881	766	902	900.31	804.99	851	21.54666667	21.09333333	43.47	45.08333333	849.6666667	852.1
G9606_23300	10871	CD300C	0.14	0.06	0.22	0	0	0.07	0.28	0.12	0.44	0	0	0.15	4	1	6	0	0	2	0.14	0.023333333	0.28	0.05	3.666666667	0.666666667
G9606_13508	11235	PDCD10	41.22	38.49	36.71	35.57	36.92	37.56	83.29	76.69	74.86	75.4	79.27	80.63	987	786.79	868.86	825	868.57	853.99	38.80666667	36.68333333	78.28	78.43333333	880.8833333	849.1866667
G9606_4750	2615	LRRC32	0.29	0.43	0.33	0.31	0.34	0.27	0.58	0.86	0.67	0.65	0.73	0.58	22	17	26	19	23	21	0.35	0.306666667	0.703333333	0.653333333	21.66666667	21
G9606_32090	1213	CLTC	66.4	65.55	69.24	63.33	68.91	67.97	134.16	130.6	141.19	134.22	147.98	145.91	10862.66	9250.99	11167.36	10075.33	11069.87	10806.16	67.06333333	66.73666667	135.3166667	142.7033333	10427.00333	10650.45333
G9606_14656	2073	ERCC5	4.44	5.37	5.92	5.52	4.45	5.06	8.98	10.7	12.08	11.69	9.55	10.87	334.83	348.89	440.18	404.24	329.17	370.87	5.243333333	5.01	10.58666667	10.70333333	374.6333333	368.0933333
G9606_13759	10314	LANCL1	17.52	16.53	17.62	18.94	19.07	20.79	35.4	32.94	35.93	40.13	40.95	44.64	1556	1261.92	1539.16	1628.92	1658.49	1790.15	17.22333333	19.6	34.75666667	41.90666667	1452.36	1692.52
G9606_33750	9118	INA	5.49	5.54	6	4.24	4.91	4.86	11.09	11.03	12.23	8.98	10.54	10.44	345	300	371.7	259	303	297	5.676666667	4.67	11.45	9.986666667	338.9	286.3333333
G9606_12487	92255	LMBRD2	3.98	3.75	4.09	4.39	4.35	4.43	8.05	7.46	8.34	9.31	9.34	9.51	626	505	630.89	663.47	655.8	677	3.94	4.39	7.95	9.386666667	587.2966667	665.4233333
G9606_69	92736	OTOP2	0.07	0.06	0.05	0.07	0.09	0.07	0.15	0.11	0.1	0.16	0.19	0.16	3	2	2	3	4	3	0.06	0.076666667	0.12	0.17	2.333333333	3.333333333
G9606_19866	51130	ASB3	12.74	10.79	13.15	13.26	13.07	13.69	25.74	21.51	26.81	28.11	28.07	29.38	534	391.31	544.79	535.13	535.86	554	12.22666667	13.34	24.68666667	28.52	490.0333333	541.6633333
G9606_28311	79845	RNF122	2.6	2.53	2.47	2.76	2.82	3.02	5.25	5.04	5.03	5.85	6.05	6.48	93	78	87	95.99	99	105	2.533333333	2.866666667	5.106666667	6.126666667	86	99.99666667
G9606_20905	10398	MYL9	173.67	185.85	186.23	193.78	188.6	187.1	350.89	370.28	379.74	410.73	404.99	401.69	9313	8589.5	9841.89	10092.6	9914.39	9742.45	181.9166667	189.8266667	366.97	405.8033333	9248.13	9916.48
G9606_1595	10464	PIBF1	2.66	2.36	2.65	3.24	2.85	3.22	5.37	4.7	5.4	6.86	6.13	6.92	153	117	144	177	166.01	170	2.556666667	3.103333333	5.156666667	6.636666667	138	171.0033333
G9606_15706	822	CAPG	121.7	124.16	125.94	118.24	125.93	119.43	245.89	247.37	256.79	250.61	270.42	256.41	2935	2590.31	3001.16	2756.93	2972.56	2799	123.9333333	121.2	250.0166667	259.1466667	2842.156667	2842.83
G9606_20696	339345	NANOS2	0	0	0	0.03	0.03	0	0	0	0	0.07	0.07	0	0	0	0	1	1	0	0	0.02	0	0.046666667	0	0.666666667
G9606_6542	50804	MYEF2	13.69	13.28	13.77	13.58	14.15	14.4	27.67	26.46	28.08	28.78	30.39	30.91	1411.57	1182.28	1408.95	1369.32	1473	1430.4	13.58	14.04333333	27.40333333	30.02666667	1334.266667	1424.24
G9606_30872	112268350	LOC112268350	0.33	0.47	0.29	0.39	0.37	0.33	0.66	0.93	0.59	0.83	0.79	0.72	16.95	20.8	14.7	19.61	18.58	16.78	0.363333333	0.363333333	0.726666667	0.78	17.48333333	18.32333333
G9606_9216	116159	CYYR1	0.01	0.04	0	0	0	0.03	0.03	0.07	0	0	0	0.06	1	2	0	0	0	1.94	0.016666667	0.01	0.033333333	0.02	1	0.646666667
G9606_11374	200403	VWA3B	0.03	0	0.02	0	0.01	0.03	0.07	0	0.05	0	0.03	0.07	2	0	0.97	0	1	2	0.016666667	0.013333333	0.04	0.033333333	0.99	1
G9606_4661	79974	CPED1	0.17	0.06	0.11	0.06	0.1	0.11	0.33	0.13	0.22	0.13	0.22	0.24	13	3	8	6	8	8	0.113333333	0.09	0.226666667	0.196666667	8	7.333333333
G9606_19836	7421	VDR	2.04	2.34	2.5	3.11	2.91	2.85	4.12	4.67	5.09	6.6	6.24	6.11	182.92	181.74	208.87	250.2	249.68	230.97	2.293333333	2.956666667	4.626666667	6.316666667	191.1766667	243.6166667
G9606_19575	340719	NANOS1	1.77	2.01	2.09	2.34	2.21	2.32	3.57	4.01	4.26	4.95	4.74	4.97	137.56	135.07	160.57	176.93	168.98	175.34	1.956666667	2.29	3.946666667	4.886666667	144.4	173.75
G9606_12232	117854	TRIM6	3.89	3.8	3.56	4.17	3.93	3.74	7.85	7.58	7.26	8.83	8.45	8.02	243.78	212.77	220.95	252.13	233.7	223.05	3.75	3.946666667	7.563333333	8.433333333	225.8333333	236.2933333
G9606_30559	1087	CEACAM7	0	0	0	0	0.02	0	0	0	0	0	0.05	0	0	0	0	0	1	0	0	0.006666667	0	0.016666667	0	0.333333333
G9606_21572	728090	CT47A2	0.05	0	0	0	0.01	0.01	0.1	0.01	0	0	0.02	0.02	1.25	0.1	0	0	0.22	0.22	0.016666667	0.006666667	0.036666667	0.013333333	0.45	0.146666667
G9606_27198	5550	PREP	9.13	9.5	10.19	9.92	9.39	10.39	18.45	18.92	20.78	21.02	20.17	22.3	987	825.91	985.18	992.33	992.58	1037.4	9.606666667	9.9	19.38333333	21.16333333	932.6966667	1007.436667
G9606_219	340351	AGBL3	0.44	0.41	0.55	0.52	0.46	0.43	0.88	0.81	1.12	1.09	1	0.93	20.89	16	19	24.95	17.03	21.3	0.466666667	0.47	0.936666667	1.006666667	18.63	21.09333333
G9606_21923	84992	PIGY	4.53	3.94	1.15	4.66	3.46	0	9.15	7.85	2.34	9.87	7.43	0	116.18	87.13	29.04	116.18	87.13	0	3.206666667	2.706666667	6.446666667	5.766666667	77.45	67.77
G9606_3775	778	CACNA1F	0	0	0	0.02	0.01	0.02	0	0	0	0.04	0.02	0.04	0	0	0	2	1	1	0	0.016666667	0	0.033333333	0	1.333333333
G9606_5908	6173	RPL36A	463.18	437.84	423.23	404.28	376.83	392.58	935.83	872.35	863	856.88	809.18	842.83	6472.28	5276.22	5832.44	5493.3	5170.85	5334.07	441.4166667	391.23	890.3933333	836.2966667	5860.313333	5332.74
G9606_21914	134548	SOWAHA	0.96	1.05	1.01	1.22	1.07	1.14	1.95	2.09	2.05	2.59	2.3	2.46	65	61	67	79.99	71	75	1.006666667	1.143333333	2.03	2.45	64.33333333	75.33
G9606_11050	79025	FNDC11	0.12	0.24	0.25	0.2	0	0.24	0.25	0.48	0.51	0.43	0	0.52	3	5	5	3.99	0	5	0.203333333	0.146666667	0.413333333	0.316666667	4.333333333	2.996666667
G9606_16219	25976	TIPARP	13.71	12.87	12.66	29.19	29.83	30.58	27.69	25.64	25.82	61.86	64.06	65.64	1009	818	932	2120.99	2190.6	2190	13.08	29.86666667	26.38333333	63.85333333	919.6666667	2167.196667
G9606_19692	392617	ELFN1	8.38	8.93	8.43	9.03	9.22	9.65	16.92	17.78	17.2	19.15	19.8	20.73	642	580.1	641.7	662.65	690.53	717.07	8.58	9.3	17.3	19.89333333	621.2666667	690.0833333
G9606_8492	84193	SETD3	18.93	18.29	18.49	17.8	19.18	17.94	38.25	36.45	37.71	37.72	41.18	38.51	865	720	849.06	800	884	865	18.57	18.30666667	37.47	39.13666667	811.3533333	849.6666667
G9606_33528	285834	HCG22	0	0	0	0	0.03	0	0	0	0	0	0.07	0	0	0	0	0	1	0	0	0.01	0	0.023333333	0	0.333333333
G9606_22866	113802	HENMT1	0	0.03	0	0	0	0	0	0.06	0	0	0	0	0	1	0	0	0	0	0.01	0	0.02	0	0.333333333	0
G9606_16746	56138	PCDHA11	0.24	0.43	0.28	0.32	0.25	0.26	0.48	0.85	0.57	0.68	0.53	0.55	25.24	38.69	28.02	32.97	25.44	26.38	0.316666667	0.276666667	0.633333333	0.586666667	30.65	28.26333333
G9606_183	80005	DOCK5	4.49	4.13	4.51	4.65	5.12	5.12	9.08	8.23	9.2	9.85	10.99	11	837.99	682.14	834.9	857.07	974.99	920.92	4.376666667	4.963333333	8.836666667	10.61333333	785.01	917.66
G9606_27902	6672	SP100	19.69	19.73	21.34	20.8	21.09	21.64	39.79	39.3	43.51	44.09	45.29	46.47	922.08	803.52	983.45	986.61	991.01	985.46	20.25333333	21.17666667	40.86666667	45.28333333	903.0166667	987.6933333
G9606_25591	729262	NUTM2B	0.9	1.16	0.74	0.8	1.26	0.33	1.81	2.31	1.51	1.69	2.71	0.72	57.02	63.55	46.37	49.49	78.98	20.69	0.933333333	0.796666667	1.876666667	1.706666667	55.64666667	49.72
G9606_12432	100129250	SMIM27	3.05	4.08	3.77	4.2	3.68	3.03	6.16	8.13	7.68	8.91	7.9	6.51	33	39	41	45	39	32	3.633333333	3.636666667	7.323333333	7.773333333	37.66666667	38.66666667
G9606_31320	414157	C10orf62	0.31	0.25	0.35	0.4	0.18	0.22	0.62	0.51	0.72	0.86	0.38	0.48	7	5	8	9	4	5	0.303333333	0.266666667	0.616666667	0.573333333	6.666666667	6
G9606_29365	80316	PPP1R2C	0	0	0	0.07	0	0	0	0	0	0.15	0	0	0	0	0	1	0	0	0	0.023333333	0	0.05	0	0.333333333
G9606_13613	27040	LAT	2.33	2.3	2.44	2.98	2.42	2.72	4.7	4.58	4.97	6.31	5.21	5.83	74	63	77	94	74	84	2.356666667	2.706666667	4.75	5.783333333	71.33333333	84
G9606_33892	85358	SHANK3	7.01	7.42	7.5	8.42	8.2	8.27	14.16	14.78	15.28	17.85	17.61	17.76	998	910.98	1052.82	1166.24	1146.8	1145.77	7.31	8.296666667	14.74	17.74	987.2666667	1152.936667
G9606_11469	91749	MFSD4B	1.2	1.06	1.05	0.98	1.03	1.23	2.42	2.11	2.15	2.07	2.22	2.65	117.82	101.72	110.62	97.75	118.04	119.21	1.103333333	1.08	2.226666667	2.313333333	110.0533333	111.6666667
G9606_30970	126731	CCSAP	6.37	5.94	6.18	6.06	6.3	6.12	12.88	11.83	12.6	12.84	13.53	13.14	644.73	517.5	618.31	597.34	627.74	599.34	6.163333333	6.16	12.43666667	13.17	593.5133333	608.14
G9606_23431	1352	COX10	7.81	7.7	7.75	6.97	6.81	6.84	15.78	15.33	15.81	14.77	14.62	14.68	436.8	371.09	427.61	378.83	373.94	371.69	7.753333333	6.873333333	15.64	14.69	411.8333333	374.82
G9606_18764	116238	TLCD1	15.82	16.05	16.68	14.52	13.36	14.39	31.96	31.99	34.02	30.77	28.69	30.89	309.4	273.15	324.79	275.5	256.42	277.32	16.18333333	14.09	32.65666667	30.11666667	302.4466667	269.7466667
G9606_33861	10	NAT2	0.04	0	0.13	0.08	0	0.08	0.08	0	0.26	0.18	0	0.18	1	0	3	2	0	2	0.056666667	0.053333333	0.113333333	0.12	1.333333333	1.333333333
G9606_1333	349565	NMNAT3	0.31	0.23	0.42	0.26	0.27	0.21	0.62	0.47	0.85	0.56	0.57	0.45	11	8.43	16	10	10.57	8	0.32	0.246666667	0.646666667	0.526666667	11.81	9.523333333
G9606_8860	22905	EPN2	25.57	26.38	25.71	26.94	26.79	27.05	51.66	52.56	52.42	57.11	57.53	58.08	2283.67	2022.15	2280.3	2326.93	2382.81	2382.18	25.88666667	26.92666667	52.21333333	57.57333333	2195.373333	2363.973333
G9606_8924	55773	TBC1D23	13.8	11.77	12.89	13.77	13.89	14.7	27.88	23.46	26.27	29.2	29.83	31.56	987	727	909	959	975.94	1023.99	12.82	14.12	25.87	30.19666667	874.3333333	986.31
G9606_9657	79870	BAALC	0	0	0	0.04	0	0.02	0	0	0	0.09	0	0.04	0	0	0	2	0	1	0	0.02	0	0.043333333	0	1
G9606_30932	10880	ACTL7B	0.08	0	0	0	0	0	0.15	0	0	0	0	0	2	0	0	0	0	0	0.026666667	0	0.05	0	0.666666667	0
G9606_19295	285346	ZNF852	0.69	1.06	0.99	1.15	1.19	1.17	1.4	2.1	2.03	2.43	2.57	2.51	29.06	38.06	40.96	46.63	49.07	47.54	0.913333333	1.17	1.843333333	2.503333333	36.02666667	47.74666667
G9606_11886	83886	PRSS27	2.55	3.47	3.34	3.12	3.27	2.87	5.16	6.91	6.82	6.61	7.01	6.16	51	55	66	62.89	63	52	3.12	3.086666667	6.296666667	6.593333333	57.33333333	59.29666667
G9606_564	3785	KCNQ2	18.3	20.52	20.52	15.66	14.93	14.63	36.97	40.89	41.84	33.19	32.06	31.4	587	555	626.1	502.07	485	481.06	19.78	15.07333333	39.9	32.21666667	589.3666667	489.3766667
G9606_5850	131965	METTL6	18.53	20.11	15.72	15.82	14.96	15.8	37.44	40.07	32.06	33.52	32.13	33.92	619.39	575.38	579.89	601.78	583.49	579.22	18.12	15.52666667	36.52333333	33.19	591.5533333	588.1633333
G9606_9408	6470	SHMT1	52.4	55.61	49.77	55.5	53.18	56.97	105.87	110.8	101.48	117.62	114.19	122.31	2362.7	2150.22	2230.8	2421.85	2351.06	2479.44	52.59333333	55.21666667	106.05	118.04	2247.906667	2417.45
G9606_34909	105376204	LOC105376204	0.11	0.09	0.05	0.11	0.08	0.11	0.23	0.19	0.11	0.23	0.18	0.25	16.64	12.03	7.52	15.62	11.97	16.52	0.083333333	0.1	0.176666667	0.22	12.06333333	14.70333333
G9606_13298	140739	UBE2F	12.32	12.39	12.2	11.23	10.47	12.09	24.88	24.69	24.88	23.8	22.48	25.95	504	437.86	493	447	421.3	481	12.30333333	11.26333333	24.81666667	24.07666667	478.2866667	449.7666667
G9606_9580	4689	NCF4	0.13	0.41	0.1	0.56	0.33	0.26	0.26	0.81	0.2	1.18	0.7	0.56	4	11	3	17	10	8	0.213333333	0.383333333	0.423333333	0.813333333	6	11.66666667
G9606_2599	1780	DYNC1I1	0.05	0.05	0.05	0	0.04	0.02	0.09	0.1	0.09	0	0.09	0.05	2.06	2.03	2	0	1.77	1	0.05	0.02	0.093333333	0.046666667	2.03	0.923333333
G9606_6568	10261	IGSF6	0.33	0.32	0.25	0.13	0.3	0.29	0.66	0.64	0.51	0.28	0.64	0.62	17.21	14.54	12.98	6.84	15.34	14.67	0.3	0.24	0.603333333	0.513333333	14.91	12.28333333
G9606_27352	56918	C2orf83	0.26	0.16	0.21	0.3	0.25	0.17	0.53	0.32	0.43	0.63	0.54	0.37	10	5.42	8.24	11.19	9.59	6.47	0.21	0.24	0.426666667	0.513333333	7.886666667	9.083333333
G9606_1919	79157	MFSD11	9.54	9.54	10.39	9.88	9.35	9.66	19.28	19	21.2	20.94	20.08	20.74	497.43	423.65	512.2	506.77	486.02	483.82	9.823333333	9.63	19.82666667	20.58666667	477.76	492.2033333
G9606_32995	55272	IMP3	41.7	46.87	45.28	37.21	40.64	40.42	84.26	93.38	92.34	78.86	87.26	86.79	974	944	1043	845	932	918	44.61666667	39.42333333	89.99333333	84.30333333	987	898.3333333
G9606_4898	7050	TGIF1	10.47	10.73	9.96	12.17	12.85	12.23	21.15	21.38	20.32	25.79	27.59	26.26	407	360	389	474.07	501	469.25	10.38666667	12.41666667	20.95	26.54666667	385.3333333	481.44
G9606_7509	91746	YTHDC1	22.63	22.5	23.12	21.81	22.96	23	45.72	44.83	47.14	46.24	49.31	49.37	1468	1263.18	1479.19	1376.53	1472.96	1460.19	22.75	22.59	45.89666667	48.30666667	1403.456667	1436.56
G9606_20923	29105	CFAP20	48.43	48.53	46.39	45.17	43.59	44.32	97.85	96.7	94.6	95.74	93.6	95.15	1171	1012	1106.21	1062	1034.96	1041.99	47.78333333	44.36	96.38333333	94.83	1096.403333	1046.316667
G9606_23313	4836	NMT1	47.85	48.54	47.76	47.81	46.07	46.12	96.68	96.72	97.39	101.34	98.92	99.01	4538	3969.98	4467	4408.98	4289.92	4252.5	48.05	46.66666667	96.93	99.75666667	4324.993333	4317.133333
G9606_11497	89886	SLAMF9	0.69	0.58	0.61	0.31	0.25	0.38	1.39	1.15	1.24	0.65	0.55	0.83	11	9	8	5	5	5	0.626666667	0.313333333	1.26	0.676666667	9.333333333	5
G9606_17333	143282	FGFBP3	0.43	0.45	0.6	0.61	0.52	0.65	0.86	0.89	1.22	1.29	1.11	1.39	21	19	29	29	25	31	0.493333333	0.593333333	0.99	1.263333333	23	28.33333333
G9606_7212	256356	GK5	3.84	2.68	3.97	4.09	4.17	4.27	7.76	5.34	8.09	8.67	8.95	9.17	560.52	368.62	539.25	556.76	604.77	568.64	3.496666667	4.176666667	7.063333333	8.93	489.4633333	576.7233333
G9606_6970	84720	PIGO	11.34	11.17	11.43	10.82	10.29	10.3	22.91	22.26	23.3	22.93	22.09	22.1	802.31	680.16	785.39	756.98	733.71	721.96	11.31333333	10.47	22.82333333	22.37333333	755.9533333	737.55
G9606_19465	64221	ROBO3	14.28	16.59	13.92	16.24	15.26	14.11	28.85	33.06	28.39	34.43	32.76	30.29	433	428.7	419	477.94	456.16	421.99	14.93	15.20333333	30.1	32.49333333	426.9	452.03
G9606_11605	55214	P3H2	13.41	13.74	12.45	14.88	15.82	15.04	27.1	27.38	25.38	31.54	33.98	32.28	870.64	777.9	816.3	946.5	1038.72	961.99	13.2	15.24666667	26.62	32.6	821.6133333	982.4033333
G9606_4120	8841	HDAC3	57.56	58.76	58.39	57.69	58.55	57.11	116.3	117.08	119.07	122.27	125.72	122.62	2126	1858	2105.74	2057.44	2110	2040.56	58.23666667	57.78333333	117.4833333	123.5366667	2029.913333	2069.333333
G9606_5830	5368	PNOC	0	0.06	0.05	0	0	0.05	0	0.12	0.11	0	0	0.12	0	1	1	0	0	1	0.036666667	0.016666667	0.076666667	0.04	0.666666667	0.333333333
G9606_34461	506	ATP5F1B	524.67	540.12	515.82	451.83	444.81	455.49	1060.07	1076.13	1051.79	957.68	955.15	977.88	17608	15631.99	17072	14745.11	14658.86	14863.42	526.87	450.71	1062.663333	963.57	16770.66333	14755.79667
G9606_18226	400713	ZNF880	0.81	0.71	0.62	0.87	0.63	0.85	1.64	1.42	1.27	1.85	1.35	1.82	44.2	39.91	33.4	49.09	36.77	58.26	0.713333333	0.783333333	1.443333333	1.673333333	39.17	48.04
G9606_28888	84294	UTP23	12.94	10.9	11.76	11.7	12.31	12.64	26.15	21.72	23.99	24.8	26.44	27.14	920.34	668.33	824.87	809.11	859.7	873.96	11.86666667	12.21666667	23.95333333	26.12666667	804.5133333	847.59
G9606_3204	54461	FBXW5	33.18	36.03	38.37	36.87	37.35	34.49	67.03	71.78	78.23	78.16	80.21	74.04	1499	1412.19	1712.87	1628.97	1658.81	1513	35.86	36.23666667	72.34666667	77.47	1541.353333	1600.26
G9606_9049	5649	RELN	0	0.01	0	0.01	0	0	0.01	0.02	0.01	0.02	0	0.01	1	2	1	2	0	0.99	0.003333333	0.003333333	0.013333333	0.01	1.333333333	0.996666667
G9606_7726	57380	MRS2	11.36	11.52	11.46	11.9	11.53	12.5	22.96	22.95	23.37	25.22	24.75	26.83	655.7	554.37	640.9	615.52	639.47	677.72	11.44666667	11.97666667	23.09333333	25.6	616.99	644.2366667
G9606_4540	1960	EGR3	0.1	0.15	0.12	0.25	0.14	0.18	0.21	0.31	0.25	0.52	0.29	0.38	9.01	11	10	21	11	14	0.123333333	0.19	0.256666667	0.396666667	10.00333333	15.33333333
G9606_789	344787	ZNF860	0.18	0.21	0.26	0.18	0.29	0.25	0.37	0.42	0.52	0.37	0.63	0.53	16.64	15.34	20.85	12.55	24.5	22.01	0.216666667	0.24	0.436666667	0.51	17.61	19.68666667
G9606_14622	28976	ACAD9	25.81	26.64	27.01	26.15	25.86	25.42	52.16	53.09	55.08	55.42	55.53	54.57	1221.92	1087.65	1263.14	1214.57	1205.18	1177.65	26.48666667	25.81	53.44333333	55.17333333	1190.903333	1199.133333
G9606_9904	54675	CRLS1	39.95	40.08	41.53	36.75	35.41	35.16	80.71	79.86	84.68	77.9	76.03	75.49	986.05	828.52	963.56	881.2	838	857.15	40.52	35.77333333	81.75	76.47333333	926.0433333	858.7833333
G9606_2689	341640	FREM2	0.02	0.01	0.01	0.01	0.02	0.03	0.03	0.03	0.02	0.03	0.04	0.06	5.12	3.75	3.49	4.44	5.67	8.39	0.013333333	0.02	0.026666667	0.043333333	4.12	6.166666667
G9606_3269	64114	TMBIM1	43.58	44.08	42.65	48.26	47.97	49.73	88.06	87.82	86.97	102.3	103	106.75	1949.82	1703.43	1893.18	2106.53	2114.04	2178.65	43.43666667	48.65333333	87.61666667	104.0166667	1848.81	2133.073333
G9606_27361	6157	RPL27A	184.13	185.79	169.54	153.53	151.89	154.64	372.02	370.17	345.71	325.42	326.15	331.99	16211.09	14106.14	14720.82	13144.36	13131.23	13237.97	179.82	153.3533333	362.6333333	327.8533333	15012.68333	13171.18667
G9606_29503	56670	SUCNR1	0.02	0.03	0.03	0.05	0.06	0	0.05	0.06	0.05	0.11	0.13	0	2	2	2	4	5	0	0.026666667	0.036666667	0.053333333	0.08	2	3
G9606_2327	729533	FAM72A	9.64	7.38	10.17	7.22	6.8	9.45	19.48	14.7	20.75	15.31	14.6	20.29	507.78	344.28	512.53	390.19	365.27	464.47	9.063333333	7.823333333	18.31	16.73333333	454.8633333	406.6433333
G9606_23938	101928147	FAM243A	0.08	0.26	0.06	0.17	0.09	0.09	0.17	0.52	0.12	0.37	0.18	0.19	1.5	4	1	3	1.5	1.5	0.133333333	0.116666667	0.27	0.246666667	2.166666667	2
G9606_8879	9349	RPL23	313.97	294.13	278.13	255.15	241	247.8	634.35	586.02	567.12	540.81	517.5	532	16372.03	13226.81	14302.83	12937.96	12340.69	12564.49	295.41	247.9833333	595.83	530.1033333	14633.89	12614.38
G9606_33521	668	FOXL2	0.05	0.1	0	0	0.04	0.04	0.11	0.21	0	0	0.08	0.08	3	5	0	0	2	2	0.05	0.026666667	0.106666667	0.053333333	2.666666667	1.333333333
G9606_1011	23067	SETD1B	7.01	6.98	7.12	7.86	7.93	7.73	14.16	13.91	14.53	16.65	17.03	16.6	1144	984.75	1151	1248.96	1276.99	1238.98	7.036666667	7.84	14.2	16.76	1093.25	1254.976667
