gene_symbol,average_fpkm_con,average_fpkm_p,average_tpm_con,average_tpm_p,fold_change,log2FC,expression_status
EXOC4,11.18666667,12.06666667,22.56,25.8,1.0786650774497424,0.10924698149939392,Below fold-change threshold
MYOM1,0.026666667,0.07,0.056666667,0.143333333,2.6249999671875006,1.3923174047450726,Upregulated
OTUD3,3.373333333,3.88,6.806666667,8.3,1.1501976285721538,0.20188176835653238,Below fold-change threshold
MTRNR2L6,129.89,100.44,261.9033333,214.7333333,0.7732696897374702,-0.37095643081472673,Below fold-change threshold
ATP13A4,0.056666667,0.026666667,0.11,0.063333333,0.47058823840830455,-1.0874628317030928,Downregulated
C3AR1,0.093333333,0.08,0.183333333,0.176666667,0.8571428602040816,-0.2223924161839657,Below fold-change threshold
ZNF846,1.803333333,1.933333333,3.63,4.136666667,1.0720887245974284,0.10042430620605038,Below fold-change threshold
NR5A2,0.043333333,0.05,0.09,0.106666667,1.1538461627218937,0.2064508885650807,Below fold-change threshold
RBL1,17.04,16.95333333,34.39,36.23666667,0.9949139278169015,-0.007356374540548125,Below fold-change threshold
ZNF383,2.416666667,2.536666667,4.87,5.426666667,1.049655172406944,0.06991545859183497,Below fold-change threshold
ALPK2,1.196666667,2.05,2.416666667,4.39,1.7130919215283866,0.776602566001686,Below fold-change threshold
CASKIN1,4.393333333,5.05,8.863333333,10.79666667,1.1494688923482146,0.2009674234617224,Below fold-change threshold
MMP28,0.276666667,0.336666667,0.56,0.723333333,1.216867469618232,0.28317205109509413,Below fold-change threshold
CLMP,3.083333333,3.276666667,6.213333333,7.0,1.0627027029256977,0.08773805123963781,Below fold-change threshold
TFE3,20.15333333,23.33666667,40.65,49.9,1.1579556735292682,0.211580028108253,Below fold-change threshold
ARHGAP31,1.256666667,1.453333333,2.543333333,3.106666667,1.1564986731680376,0.20976361079469108,Below fold-change threshold
DOCK7,6.933333333,6.863333333,13.99333333,14.68,0.9899038461533607,-0.014639698396907846,Below fold-change threshold
PLGLB2,0.283333333,0.183333333,0.573333333,0.396666667,0.6470588231141867,-0.628031223538836,Below fold-change threshold
IFI44L,0.193333333,0.23,0.386666667,0.483333333,1.1896551744649229,0.2505434641380024,Below fold-change threshold
FAM117A,13.61,15.07333333,27.45666667,32.23,1.1075189808963999,0.14733142420733925,Below fold-change threshold
ARPC2,227.3433333,221.5333333,458.6166667,473.6233333,0.9744439394124077,-0.037348906487997664,Below fold-change threshold
TM9SF2,35.08666667,36.83,70.78,78.75,1.0496864904949945,0.06995850299106003,Below fold-change threshold
NAGS,2.146666667,1.83,4.33,3.92,0.8524844719173161,-0.2302545393334392,Below fold-change threshold
EXOSC10,43.87,44.54333333,88.49666667,95.22333333,1.0153483777068613,0.021974817613193115,Below fold-change threshold
ESRP2,0.15,0.183333333,0.3,0.393333333,1.22222222,0.2895066145719029,Below fold-change threshold
ANGPTL3,0.006666667,0.016666667,0.013333333,0.04,2.4999999250000036,1.3219280516065126,Upregulated
B4GAT1,34.90333333,34.78333333,70.42,74.36333333,0.9965619329573642,-0.004968628414110294,Below fold-change threshold
NELFB,36.3,36.27,73.23,77.56333333,0.9991735537190084,-0.0011928029128331133,Below fold-change threshold
IL36G,0.02,0.033333333,0.036666667,0.07,1.66666665,0.7369655797392557,Below fold-change threshold
TUBA1B,2956.316667,2692.573333,5963.67,5755.846667,0.9107865077702787,-0.13481517508288132,Below fold-change threshold
ARFRP1,34.99666667,32.17333333,70.59333333,68.76333333,0.9193256498791001,-0.12135210144102616,Below fold-change threshold
PRKCE,2.866666667,3.243333333,5.79,6.933333333,1.1313953485893726,0.17810314487562315,Below fold-change threshold
TSNAXIP1,0.736666667,0.756666667,1.486666667,1.616666667,1.0271493212546834,0.03864592788222846,Below fold-change threshold
SLC12A4,15.67666667,17.82666667,31.62,38.11,1.1371465022034561,0.18541813319837425,Below fold-change threshold
FBLN5,8.273333333,8.136666667,16.69333333,17.39,0.9834810637382547,-0.02403082023197375,Below fold-change threshold
COL24A1,0.06,0.066666667,0.123333333,0.14,1.1111111166666667,0.15200310065852526,Below fold-change threshold
DDX60L,3.696666667,4.343333333,7.446666667,9.283333333,1.1749323713097446,0.2325777181656138,Below fold-change threshold
SYNGR1,24.56333333,23.90333333,49.52666667,51.08666667,0.9731306825855789,-0.03929453606976885,Below fold-change threshold
SETD5,20.77333333,24.69666667,41.91333333,52.79666667,1.188863928464195,0.24958360073217445,Below fold-change threshold
PIWIL2,0.06,0.04,0.123333333,0.09,0.6666666666666667,-0.5849625007211561,Below fold-change threshold
DCAF11,9.736666667,9.26,19.63666667,19.79,0.9510441629253323,-0.07241575889717652,Below fold-change threshold
TPGS2,96.06666667,92.73,193.7833333,198.22,0.9652671755390261,-0.05099977481163304,Below fold-change threshold
CLCN6,4.68,6.12,9.44,13.08666667,1.3076923076923077,0.38702312310924725,Below fold-change threshold
MYBBP1A,25.06666667,25.11666667,50.57,53.7,1.0019946808507987,0.0028748499198048313,Below fold-change threshold
PPIL2,16.05,15.72,32.37333333,33.60666667,0.9794392523364486,-0.029972079751059054,Below fold-change threshold
ZPR1,6.886666667,6.366666667,13.89333333,13.60666667,0.9244917715428609,-0.11326761593624524,Below fold-change threshold
ZNF239,0.673333333,0.563333333,1.36,1.206666667,0.8366336632854622,-0.2573320466090707,Below fold-change threshold
GRB10,2.33,2.43,4.7,5.196666667,1.0429184549356223,0.06062635895150064,Below fold-change threshold
MYOZ1,0.526666667,0.39,1.06,0.833333333,0.7405063286452492,-0.43341602950679636,Below fold-change threshold
NAA40,18.35666667,18.95666667,37.03,40.53333333,1.032685672774163,0.04640119579306194,Below fold-change threshold
TMEM167A,13.45,14.11333333,27.13333333,30.17333333,1.049318463197026,0.06945259550170625,Below fold-change threshold
RRS1,21.21,17.19333333,42.80333333,36.75666667,0.8106239193776521,-0.30289534874219753,Below fold-change threshold
WWC2,13.16333333,16.47666667,26.56666667,35.22666667,1.2517092940622205,0.3238995393366222,Below fold-change threshold
LOC107986532,0.103333333,0.056666667,0.206666667,0.123333333,0.5483871017689906,-0.8667334559962395,Below fold-change threshold
VAMP1,23.59666667,25.6,47.60333333,54.73333333,1.0848989968802234,0.11756073531228706,Below fold-change threshold
AFAP1L2,0.743333333,0.786666667,1.503333333,1.68,1.058295965048563,0.08174315069979621,Below fold-change threshold
SLC16A3,68.12,60.18,137.3733333,128.6466667,0.8834409864944216,-0.17879432834520562,Below fold-change threshold
GLIPR1L1,0.196666667,0.143333333,0.396666667,0.303333333,0.7288135563918415,-0.4563783004600937,Below fold-change threshold
ASIC2,0.026666667,0.103333333,0.056666667,0.216666667,3.8749999390625005,1.9541962876993322,Upregulated
C1QTNF7,0.0,0.006666667,0.0,0.02,,,Below fold-change threshold
MZB1,0.233333333,0.2,0.47,0.423333333,0.8571428583673469,-0.222392419275455,Below fold-change threshold
LOC107984590,0.0,0.006666667,0.0,0.013333333,,,Below fold-change threshold
TRPV1,4.56,4.916666667,9.196666667,10.51333333,1.0782163743421054,0.10864672434847808,Below fold-change threshold
STARD8,1.333333333,1.406666667,2.69,3.006666667,1.05500000051375,0.07724299963500518,Below fold-change threshold
CDK2AP1,163.1733333,161.2966667,329.16,344.88,0.9884989381411381,-0.016688678694474476,Below fold-change threshold
ZC3H14,26.16666667,26.26333333,52.80666667,56.15,1.0036942672606757,0.00531988056554847,Below fold-change threshold
PCDHB5,8.93,8.1,18.01,17.31,0.9070548712206047,-0.1407382673492358,Below fold-change threshold
BLOC1S4,7.496666667,6.526666667,15.12333333,13.95333333,0.8706091596322538,-0.19990289616458817,Below fold-change threshold
SYN2,0.243333333,0.25,0.493333333,0.536666667,1.027397261681366,0.0389941335921581,Below fold-change threshold
TARBP2,25.83666667,22.54333333,52.11666667,48.19,0.8725325762001636,-0.1967190992154054,Below fold-change threshold
EIF2AK3,5.103333333,5.87,10.29666667,12.55,1.1502286088275786,0.2019206264256527,Below fold-change threshold
GCH1,1.303333333,1.553333333,2.633333333,3.316666667,1.1918158568265513,0.2531613474063124,Below fold-change threshold
COX15,17.27333333,16.01333333,34.84333333,34.23,0.9270551910318515,-0.10927286449636656,Below fold-change threshold
FOXD4L5,0.14,0.11,0.28,0.236666667,0.7857142857142857,-0.34792330342030686,Below fold-change threshold
RAMP1,19.99,20.34,40.30666667,43.49,1.0175087543771886,0.025041207112872436,Below fold-change threshold
WASHC2A,22.88,24.05333333,46.16,51.43333333,1.0512820511363636,0.07214978555590533,Below fold-change threshold
CFAP99,0.126666667,0.07,0.25,0.146666667,0.5526315774930748,-0.8556100944613911,Below fold-change threshold
PSMD11,42.64666667,36.85,86.02666667,78.78666667,0.864076910984518,-0.2107683633347237,Below fold-change threshold
PSMD6,74.34,64.65,149.9566667,138.2233333,0.8696529459241324,-0.20148831816414092,Below fold-change threshold
ANKRA2,7.59,8.09,15.32,17.31,1.0658761528326746,0.09203981701451125,Below fold-change threshold
SERPINI1,0.166666667,0.166666667,0.333333333,0.363333333,1.0,0.0,Below fold-change threshold
BTN3A3,2.533333333,3.323333333,5.11,7.11,1.3118421053041898,0.3915940861123728,Below fold-change threshold
GGH,58.72666667,61.80333333,118.4833333,132.13,1.0523896014273817,0.073668898539221,Below fold-change threshold
PLCD1,2.62,2.713333333,5.286666667,5.803333333,1.0356234095419847,0.05049948183040531,Below fold-change threshold
POU4F3,0.043333333,0.02,0.086666667,0.04,0.4615384650887574,-1.1154772063222818,Downregulated
LOC107986910,1.306666667,1.453333333,2.633333333,3.11,1.1122448974203456,0.15347447996279023,Below fold-change threshold
SPG11,6.28,7.13,12.66333333,15.24,1.1353503184713376,0.1831375175522611,Below fold-change threshold
ERICH2,0.89,1.03,1.796666667,2.2,1.1573033707865168,0.21076709621682055,Below fold-change threshold
FAM122A,1.81,1.783333333,3.656666667,3.81,0.9852670348066298,-0.021413306785514914,Below fold-change threshold
TOR2A,12.17333333,11.63666667,24.56,24.88,0.955914567895924,-0.06504640762316485,Below fold-change threshold
RPL36,547.6233333,439.32,1104.57,939.17,0.8022302434643173,-0.3179117392142084,Below fold-change threshold
LSG1,17.29333333,16.89666667,34.89666667,36.13,0.9770624521929573,-0.03347731509952852,Below fold-change threshold
GOLM2,23.49,26.35,47.38666667,56.34,1.121753937845892,0.16575624851238036,Below fold-change threshold
VPREB3,0.333333333,0.403333333,0.666666667,0.86,1.21000000021,0.27500704775025486,Below fold-change threshold
INSYN2B,1.776666667,3.303333333,3.583333333,7.06,1.8592870538725539,0.894749524011058,Below fold-change threshold
TMEM63A,7.646666667,8.946666667,15.43333333,19.12666667,1.1700087183884043,0.2265192801752204,Below fold-change threshold
LEMD1,0.09,0.0,0.183333333,0.0,0.0,,Below fold-change threshold
TTC22,0.076666667,0.143333333,0.16,0.3,1.869565204914934,0.9027027890173933,Below fold-change threshold
GPATCH1,7.34,7.07,14.82,15.11,0.9632152588555859,-0.054069848033813823,Below fold-change threshold
SMG6,21.90666667,23.61,44.16666667,50.48,1.0777541081744135,0.10802806178020287,Below fold-change threshold
TAPBP,32.71333333,38.83666667,65.98666667,83.02666667,1.1871815775613594,0.24754060980123732,Below fold-change threshold
FAM20C,59.57,66.49,120.1833333,142.1466667,1.11616585529629,0.15855141859624589,Below fold-change threshold
KRTAP2-3,2.313333333,5.33,4.673333333,11.4,2.304034582464558,1.204162371109952,Upregulated
ANK1,2.056666667,2.396666667,4.15,5.126666667,1.1653160453540816,0.2207212812567087,Below fold-change threshold
C6orf120,5.48,6.03,11.05666667,12.89,1.1003649635036497,0.1379821089395581,Below fold-change threshold
POLR3F,9.5,8.903333333,19.16666667,19.04,0.9371929824210528,-0.09358194335836957,Below fold-change threshold
QSER1,8.433333333,9.506666667,17.02,20.33,1.127272727356809,0.1728365969698243,Below fold-change threshold
MIER3,7.31,8.506666667,14.74666667,18.18666667,1.1637026904240766,0.21872251714780777,Below fold-change threshold
PPP1R12A,19.74333333,21.59,39.84333333,46.15333333,1.0935336824402389,0.12899765819223813,Below fold-change threshold
SLC38A10,26.43333333,28.24666667,53.32333333,60.39666667,1.0686002524676672,0.09572226312472791,Below fold-change threshold
PYCARD,0.183333333,0.053333333,0.373333333,0.113333333,0.2909090896198347,-1.781359719918422,Downregulated
DCAF6,34.53333333,39.76666667,69.66666667,85.02333333,1.1515444017520797,0.2035700402688606,Below fold-change threshold
MAP4K3,16.14,16.72,32.57333333,35.75666667,1.0359355638166046,0.05093426880310222,Below fold-change threshold
TEX46,0.116666667,0.113333333,0.233333333,0.24,0.9714285657959183,-0.04182018405983372,Below fold-change threshold
CDK10,24.62666667,26.92666667,49.68333333,57.56333333,1.0933946940858967,0.1288142797039685,Below fold-change threshold
INIP,7.58,7.796666667,15.29666667,16.67,1.0285839930079155,0.04065960752185956,Below fold-change threshold
PKIG,91.4,101.16,184.3433333,216.2533333,1.1067833698030634,0.14637287171780627,Below fold-change threshold
CFAP298,26.02,23.81333333,52.48,50.91,0.9151934408147578,-0.12785138251967376,Below fold-change threshold
MUC2,0.076666667,0.083333333,0.156666667,0.18,1.0869565126654066,0.12029422167434471,Below fold-change threshold
APOL2,9.6,11.16333333,19.37333333,23.86666667,1.1628472218750001,0.21766156394625727,Below fold-change threshold
CD244,0.016666667,0.02,0.036666667,0.04,1.1999999760000006,0.2630343769798935,Below fold-change threshold
GATD1,26.26333333,26.95333333,52.97666667,57.63,1.026272369593384,0.03741366867759253,Below fold-change threshold
TTI1,36.52,36.45666667,73.67666667,77.94,0.9982657905257392,-0.002504107359865831,Below fold-change threshold
PTPDC1,2.613333333,2.796666667,5.273333333,5.983333333,1.07015306148854,0.0978171566805864,Below fold-change threshold
MAP1LC3A,0.036666667,0.056666667,0.08,0.116666667,1.5454545404958677,0.628031217984074,Below fold-change threshold
ETV5,14.55,20.70666667,29.34666667,44.27,1.4231386027491408,0.509076176102742,Below fold-change threshold
RPRD1A,10.65,11.46666667,21.47666667,24.51666667,1.0766823164319248,0.1065926341744915,Below fold-change threshold
PCDHA13,0.016666667,0.0,0.036666667,0.0,0.0,,Below fold-change threshold
GPATCH2L,13.64333333,14.81333333,27.52333333,31.68333333,1.0857561690900943,0.1187001499738469,Below fold-change threshold
MYDGF,58.06,52.16333333,117.12,111.5233333,0.8984383970031002,-0.1545085086646367,Below fold-change threshold
HBG2,0.096666667,0.0,0.193333333,0.0,0.0,,Below fold-change threshold
SFT2D3,2.49,2.723333333,5.03,5.82,1.0937081658634535,0.1292278351798615,Below fold-change threshold
PPP4R4,0.09,0.17,0.176666667,0.36,1.888888888888889,0.9175378398080272,Below fold-change threshold
MPZL3,0.676666667,0.566666667,1.363333333,1.22,0.8374384237253998,-0.25594498090951756,Below fold-change threshold
ZNF469,0.52,0.663333333,1.05,1.42,1.2756410249999999,0.351222400956428,Below fold-change threshold
BTNL9,0.816666667,0.863333333,1.646666667,1.84,1.057142856303207,0.08017034753810315,Below fold-change threshold
MAG,0.266666667,0.286666667,0.54,0.61,1.0749999999062498,0.10433665968891895,Below fold-change threshold
H2AC4,0.036666667,0.036666667,0.073333333,0.076666667,1.0,0.0,Below fold-change threshold
LRRC3C,0.033333333,0.02,0.066666667,0.043333333,0.600000006,-0.7369655797392558,Below fold-change threshold
MICAL1,20.64333333,22.25666667,41.64333333,47.58333333,1.078152753443913,0.10856159462447776,Below fold-change threshold
KLRG2,0.64,0.69,1.29,1.473333333,1.078125,0.10852445677816905,Below fold-change threshold
MCCD1,0.0,0.026666667,0.0,0.056666667,,,Below fold-change threshold
ZNF76,6.81,7.796666667,13.73333333,16.67333333,1.1448849731277535,0.19520265768088046,Below fold-change threshold
ARL5A,6.603333333,6.62,13.31666667,14.15666667,1.0025239778396025,0.0036367427117141014,Below fold-change threshold
METRNL,26.80666667,25.17333333,54.06333333,53.81666667,0.9390698828725355,-0.09069557180894912,Below fold-change threshold
CST3,208.9466667,191.34,421.3533333,408.99,0.9157360728549971,-0.12699624028666423,Below fold-change threshold
CLDN19,0.09,0.03,0.186666667,0.066666667,0.3333333333333333,-1.5849625007211563,Downregulated
PLEKHG7,0.016666667,0.03,0.036666667,0.06,1.7999999640000006,0.8479968777010494,Below fold-change threshold
AFAP1,29.85333333,37.33333333,60.25,79.82333333,1.2505582849766144,0.32257229901200624,Below fold-change threshold
EXOSC5,29.69333333,26.27,59.85666667,56.15666667,0.8847103727980141,-0.17672285677104677,Below fold-change threshold
C3orf49,0.03,0.02,0.056666667,0.04,0.6666666666666667,-0.5849625007211561,Below fold-change threshold
CD34,1.17,1.236666667,2.363333333,2.633333333,1.0569800572649573,0.07994815670510916,Below fold-change threshold
PCNX1,19.02666667,22.32,38.40333333,47.72666667,1.1730903992338664,0.23031419282183058,Below fold-change threshold
CPSF4L,0.08,0.113333333,0.163333333,0.243333333,1.4166666625,0.5025003362859625,Below fold-change threshold
RASL12,0.013333333,0.02,0.026666667,0.046666667,1.500000037500001,0.5849625367885328,Below fold-change threshold
NCOA6,20.35,23.07,41.06,49.31333333,1.1336609336609336,0.1809892095293732,Below fold-change threshold
FAM107B,11.64333333,16.55666667,23.50666667,35.39666667,1.4219868314978488,0.5079081047458538,Below fold-change threshold
SUGT1,3.19,2.853333333,6.433333333,6.103333333,0.8944618598746082,-0.1609081282534176,Below fold-change threshold
LOC107987243,0.096666667,0.193333333,0.203333333,0.413333333,1.9999999896551726,0.9999999925377844,Below fold-change threshold
AGPS,9.126666667,9.243333333,18.42,19.77333333,1.012783053250081,0.018325169676861038,Below fold-change threshold
PPP4R1,31.89666667,31.57333333,64.35333333,67.50666667,0.989863099384485,-0.014699084337793432,Below fold-change threshold
SYP,2.256666667,1.93,4.553333333,4.126666667,0.8552437221779551,-0.22559248579886143,Below fold-change threshold
HOXD11,0.093333333,0.093333333,0.193333333,0.2,1.0,0.0,Below fold-change threshold
SPNS3,0.423333333,0.476666667,0.85,1.02,1.1259842536425073,0.1711866521510816,Below fold-change threshold
RNF187,56.06666667,55.58,113.0933333,118.8233333,0.991319857253786,-0.012577465306561049,Below fold-change threshold
HTRA2,33.46333333,33.94666667,67.49,72.56,1.0144436698888777,0.020688757230370617,Below fold-change threshold
TNFRSF25,7.143333333,7.433333333,14.41,15.88666667,1.0405972935156602,0.05741186013374602,Below fold-change threshold
MEIG1,0.196666667,0.256666667,0.403333333,0.55,1.3050847452456191,0.3841434907614443,Below fold-change threshold
RELT,10.65333333,10.49666667,21.49,22.43,0.9852941182682396,-0.02137364988301674,Below fold-change threshold
PCP2,0.17,0.093333333,0.346666667,0.196666667,0.5490196058823529,-0.865070425066374,Below fold-change threshold
PELO,12.21666667,10.59333333,24.64333333,22.65,0.867121418317293,-0.2056940745202595,Below fold-change threshold
RBM5,31.51,31.58,63.56666667,67.50666667,1.0022215169787367,0.0032014168426971086,Below fold-change threshold
DHPS,53.28666667,50.52,107.4533333,108.02,0.9480795695641137,-0.0769199494787769,Below fold-change threshold
TMEM120A,14.17666667,11.82,28.58666667,25.27,0.8337644014028299,-0.2622883190662932,Below fold-change threshold
SLC16A4,1.36,1.623333333,2.75,3.473333333,1.193627450735294,0.2553526198146051,Below fold-change threshold
RASSF3,7.653333333,9.26,15.44333333,19.80333333,1.2099303136415476,0.27492395736854003,Below fold-change threshold
EPHA8,0.326666667,0.333333333,0.663333333,0.716666667,1.020408161203665,0.029146342744683536,Below fold-change threshold
RAB6D,0.056666667,0.033333333,0.113333333,0.073333333,0.5882352847750866,-0.7655347692763689,Below fold-change threshold
CFHR4,0.013333333,0.0,0.026666667,0.0,0.0,,Below fold-change threshold
LOC107986035,5.416666667,4.043333333,10.92,8.646666667,0.7464615383540638,-0.42186016789038644,Below fold-change threshold
LOC105372319,0.086666667,0.093333333,0.173333333,0.196666667,1.0769230689349112,0.10691519321520246,Below fold-change threshold
RARS2,23.65666667,22.06333333,47.72,47.17,0.9326475973041217,-0.10059603595547595,Below fold-change threshold
TSC22D1,18.59666667,21.79333333,37.51666667,46.59,1.1718946043785812,0.22884282523993302,Below fold-change threshold
CHAC2,7.17,6.783333333,14.47333333,14.50666667,0.9460715945606695,-0.07997873034034562,Below fold-change threshold
DEFB131A,0.016666667,0.0,0.033333333,0.0,0.0,,Below fold-change threshold
FAM86B2,0.31,0.11,0.63,0.236666667,0.3548387096774194,-1.4947646917495778,Downregulated
DIPK2A,3.26,3.163333333,6.566666667,6.763333333,0.9703476481595094,-0.043426378083146776,Below fold-change threshold
PRIMA1,1.603333333,1.766666667,3.24,3.78,1.1018711023080814,0.1399554662526629,Below fold-change threshold
IPO8,11.20333333,11.54333333,22.59666667,24.68,1.0303481106903742,0.043131844901869575,Below fold-change threshold
PRDM8,1.35,1.416666667,2.726666667,3.03,1.0493827162962963,0.06954093359253471,Below fold-change threshold
SETMAR,11.79666667,10.61333333,23.79333333,22.67666667,0.899689177197036,-0.15250142674234562,Below fold-change threshold
ADAM23,0.063333333,0.096666667,0.126666667,0.21,1.526315802770083,0.6100534942519287,Below fold-change threshold
RNF130,40.64333333,41.17666667,81.99333333,88.02666667,1.0131222834423952,0.01880831734608484,Below fold-change threshold
ADAM20,0.136666667,0.18,0.276666667,0.38,1.3170731675193337,0.3973354940266164,Below fold-change threshold
TSEN2,5.963333333,5.883333333,12.02666667,12.58,0.986584684180357,-0.019485203894461886,Below fold-change threshold
MAPRE2,7.62,7.893333333,15.37,16.88333333,1.0358705161417323,0.05084367735354698,Below fold-change threshold
SAP30L,6.383333333,7.513333333,12.88,16.07,1.1770234987037609,0.23514312337123205,Below fold-change threshold
ZNF655,15.15333333,13.78333333,30.58666667,29.47,0.9095908490782205,-0.13671035479075447,Below fold-change threshold
GATA6,3.836666667,4.12,7.743333333,8.81,1.0738488270135667,0.1027909096468015,Below fold-change threshold
PPEF2,0.093333333,0.143333333,0.186666667,0.31,1.5357142876275511,0.6189098344418715,Below fold-change threshold
SNX8,31.68666667,30.90666667,63.91666667,66.08666667,0.9753839680227873,-0.035957835292033995,Below fold-change threshold
BAZ2A,25.53,30.38666667,51.53,64.96666667,1.1902337121034077,0.25124488629528163,Below fold-change threshold
TRIM4,4.273333333,5.006666667,8.616666667,10.70333333,1.1716068644439632,0.22848855110411723,Below fold-change threshold
ZNF462,2.7,3.136666667,5.46,6.713333333,1.1617283951851851,0.21627281510986468,Below fold-change threshold
KBTBD6,3.3,3.566666667,6.656666667,7.63,1.080808080909091,0.11211036645636872,Below fold-change threshold
IFT43,22.93333333,19.42666667,46.25333333,41.53666667,0.8470930235242867,-0.23940768706770826,Below fold-change threshold
TAGAP,0.176666667,0.503333333,0.36,1.073333333,2.8490565965112142,1.5104842810843866,Upregulated
RND1,1.51,1.443333333,3.046666667,3.09,0.9558498894039735,-0.06514402565269607,Below fold-change threshold
SRI,33.41333333,29.06,67.41,62.12333333,0.8697126896318548,-0.2013892108239391,Below fold-change threshold
C21orf58,11.33,13.14,22.85666667,28.09666667,1.1597528684907326,0.21381741450181393,Below fold-change threshold
CUX1,21.71666667,22.02333333,43.80666667,47.08,1.0141212583247703,0.020230165481977157,Below fold-change threshold
SLC17A9,0.38,0.32,0.773333333,0.683333333,0.8421052631578947,-0.24792751344358557,Below fold-change threshold
ABT1,11.82,10.65333333,23.85,22.76333333,0.9012972360406092,-0.14992512842211822,Below fold-change threshold
TCOF1,50.24666667,48.78333333,101.3766667,104.2933333,0.9708770066358712,-0.04263955223509956,Below fold-change threshold
DNAJB2,27.25666667,27.74,54.98333333,59.3,1.0177326646670253,0.025358647847943977,Below fold-change threshold
YTHDF3,31.23,32.08666667,63.01,68.61,1.0274308892090938,0.0390413533730176,Below fold-change threshold
GOLGA5,11.23,11.24,22.65,24.03,1.0008904719501335,0.001284107820324795,Below fold-change threshold
SMIM22,0.57,0.433333333,1.143333333,0.926666667,0.7602339175438597,-0.3954847029672086,Below fold-change threshold
ZNF341,2.42,2.476666667,4.886666667,5.3,1.0234159780991736,0.03339266273701723,Below fold-change threshold
DUSP3,24.24,25.98666667,48.90333333,55.55666667,1.072057205858086,0.10038189124883887,Below fold-change threshold
GRHL3,0.356666667,0.186666667,0.716666667,0.403333333,0.5233644864267621,-0.9341120631156149,Below fold-change threshold
PAXX,38.86,34.40666667,78.37333333,73.56333333,0.8854005833762223,-0.17559777088268191,Below fold-change threshold
AP2A2,35.1,35.72333333,70.81333333,76.38666667,1.0177587843304843,0.025395673509695214,Below fold-change threshold
FAM25A,0.12,0.0,0.243333333,0.0,0.0,,Below fold-change threshold
ZNF510,2.786666667,3.103333333,5.616666667,6.636666667,1.1136363633835364,0.15527822515037806,Below fold-change threshold
ILK,75.3,84.67333333,151.89,181.0266667,1.124479858300133,0.16925781977223636,Below fold-change threshold
XYLT2,31.53333333,31.55,63.61,67.45,1.0005285413319798,0.0007623225168147664,Below fold-change threshold
SERPINB9,1.626666667,1.93,3.283333333,4.123333333,1.1864754095929353,0.246682200130716,Below fold-change threshold
HOXA11,10.76,10.94,21.70666667,23.39666667,1.016728624535316,0.023934660235932416,Below fold-change threshold
ZNF34,3.42,3.7,6.9,7.91,1.0818713450292399,0.11352894563041442,Below fold-change threshold
DMBT1,0.016666667,0.033333333,0.033333333,0.07,1.9999999400000013,0.999999956719149,Below fold-change threshold
DYNC1H1,21.51333333,24.00333333,43.41333333,51.32333333,1.1157421754130372,0.15800368915092367,Below fold-change threshold
USP17L28,0.006666667,0.003333333,0.016666667,0.006666667,0.49999992500000373,-1.0000002164042616,Downregulated
MATN3,19.94666667,20.06666667,40.24666667,42.91,1.0060160427797433,0.008653311757986006,Below fold-change threshold
ABO,0.063333333,0.066666667,0.116666667,0.146666667,1.0526315897506924,0.07400059625038358,Below fold-change threshold
NAXE,99.19,85.72333333,200.0633333,183.2633333,0.8642336256679101,-0.2105067303788525,Below fold-change threshold
ASXL1,37.48,41.42333333,75.62666667,88.56333333,1.1052116683564568,0.14432269870634018,Below fold-change threshold
LOC112268052,0.95,0.85,1.916666667,1.816666667,0.8947368421052632,-0.1604646721932461,Below fold-change threshold
OCA2,0.083333333,0.066666667,0.173333333,0.14,0.8000000072000001,-0.3219280819031069,Below fold-change threshold
DDX19A,17.21,16.96,34.72,36.26,0.9854735618826264,-0.02111092747700437,Below fold-change threshold
IQCJ-SCHIP1,9.276666667,10.15666667,18.72666667,21.71666667,1.0948616603990347,0.13074859177651893,Below fold-change threshold
FAM214A,3.04,3.16,6.136666667,6.753333333,1.0394736842105263,0.05585323473351745,Below fold-change threshold
KLK13,0.023333333,0.013333333,0.05,0.026666667,0.5714285653061223,-0.8073549375150515,Below fold-change threshold
HIGD2B,0.04,0.023333333,0.076666667,0.046666667,0.583333325,-0.7776075992734813,Below fold-change threshold
HOXD3,0.343333333,0.37,0.69,0.796666667,1.0776699039589028,0.1079153405675624,Below fold-change threshold
SELENON,64.25666667,78.77,129.63,168.3933333,1.2258650204271482,0.29380013312245656,Below fold-change threshold
FAM86B1,5.183333333,4.99,10.45666667,10.67,0.9627009646921351,-0.054840358866770425,Below fold-change threshold
CHMP1A,55.47333333,53.59333333,111.8933333,114.5733333,0.9661098425649627,-0.04974086823338848,Below fold-change threshold
GGNBP2,32.85,32.83333333,66.28333333,70.2,0.9994926432267884,-0.0007321468462136568,Below fold-change threshold
CD3E,4.326666667,8.196666667,8.733333333,17.51333333,1.8944530045535863,0.9217813515444665,Below fold-change threshold
RASSF8,5.19,6.506666667,10.47666667,13.91,1.2536929994219652,0.3261841085577577,Below fold-change threshold
HSP90AB1,570.33,497.8933333,1150.583333,1064.536667,0.8729916597408517,-0.195960223974216,Below fold-change threshold
ZNF503,11.22333333,11.52333333,22.64,24.63333333,1.0267300267379655,0.03805688244590767,Below fold-change threshold
WDR19,6.423333333,7.676666667,12.95666667,16.41,1.1951219513334261,0.25715783963463607,Below fold-change threshold
HAP1,1.996666667,2.66,4.023333333,5.693333333,1.3322203670563908,0.41383274319270974,Below fold-change threshold
