gene_symbol,average_fpkm_con,average_fpkm_p,average_tpm_con,average_tpm_p,fold_change,log2FC,expression_status
NCAPG2,38.59,41.47,77.86,88.66,1.0746307333506089,0.10384100336470703,Below fold-change threshold
VDAC2,132.0033333,124.19,266.2433333,265.4966667,0.9408095757533419,-0.0880253505915358,Below fold-change threshold
LOC114841035,2.533333333,2.686666667,5.11,5.733333333,1.0605263160605956,0.08478042056584223,Below fold-change threshold
UBXN4,37.30333333,39.08,75.24666667,83.55666667,1.047627557952607,0.06712591554441068,Below fold-change threshold
MTA1,44.36666667,47.20666667,89.51,100.9066667,1.064012021032005,0.08951445026136967,Below fold-change threshold
ECH1,109.8866667,113.79,221.64,243.2366667,1.0355214460245339,0.050357432605116784,Below fold-change threshold
GPR75-ASB3,0.89,0.4,1.77,0.85,0.44943820224719105,-1.1538053360790352,Downregulated
GSE1,6.88,7.32,13.88333333,15.64666667,1.0639534883720931,0.08943508358194467,Below fold-change threshold
KLHL42,5.756666667,6.356666667,11.61,13.59333333,1.1042269832018397,0.14303676077594674,Below fold-change threshold
CHCHD3,51.57666667,46.98,104.0366667,100.4433333,0.9108770115096698,-0.13467182336646716,Below fold-change threshold
RPLP0,1888.233333,1581.523333,3807.783333,3381.11,0.8375677440707484,-0.25572221179394267,Below fold-change threshold
ADGRA1,0.01,0.0,0.023333333,0.0,0.0,,Below fold-change threshold
CREM,16.38666667,14.06333333,33.05,30.06666667,0.8582180630882388,-0.22058382878873187,Below fold-change threshold
OR7G3,0.02,0.066666667,0.04,0.136666667,3.3333333499999998,1.7369656013796813,Upregulated
CPSF3,50.39,48.60333333,101.6466667,103.9333333,0.9645432294105973,-0.05208219569160147,Below fold-change threshold
CPNE2,33.61,36.39333333,67.8,77.79666667,1.0828126548646235,0.11478365358512031,Below fold-change threshold
SARDH,0.536666667,0.416666667,1.08,0.886666667,0.7763975156668338,-0.36513259319445784,Below fold-change threshold
ATP6V1C1,9.68,9.89,19.52333333,21.14666667,1.021694214876033,0.030963473484516314,Below fold-change threshold
CPO,0.03,0.036666667,0.063333333,0.073333333,1.2222222333333335,0.2895066303103945,Below fold-change threshold
PCDHB11,0.77,0.87,1.556666667,1.856666667,1.12987012987013,0.17615695515382698,Below fold-change threshold
EIF2D,33.52666667,33.13333333,67.62333333,70.84,0.988268045139365,-0.017025701917713614,Below fold-change threshold
BEST3,0.273333333,0.33,0.56,0.71,1.2073170746430697,0.27180461722091026,Below fold-change threshold
LOC105378148,0.03,0.0,0.056666667,0.0,0.0,,Below fold-change threshold
LOC107984153,0.64,0.286666667,1.296666667,0.613333333,0.44791666718749995,-1.158697744341506,Downregulated
RAMAC,19.37333333,17.64,39.1,37.72,0.9105299382158516,-0.13522164110593765,Below fold-change threshold
PDE6D,35.96,36.42,72.52666667,77.84,1.0127919911012235,0.01833790146239086,Below fold-change threshold
SUN3,0.13,0.116666667,0.26,0.253333333,0.8974359,-0.15611919779529615,Below fold-change threshold
LACTB,12.34333333,14.16666667,24.90666667,30.28333333,1.1477180670126161,0.19876829246985578,Below fold-change threshold
APPBP2,10.59,12.05666667,21.36666667,25.78333333,1.1384954362606232,0.18712850834114664,Below fold-change threshold
ZFP92,0.013333333,0.016666667,0.03,0.036666667,1.2500000562500015,0.32192815980863954,Below fold-change threshold
AK7,0.143333333,0.193333333,0.29,0.41,1.3488372101135748,0.4317162412931736,Below fold-change threshold
SPATS2L,43.00333333,39.88666667,86.73666667,85.26333333,0.9275249982115746,-0.10854192980096738,Below fold-change threshold
SLC25A48,0.076666667,0.033333333,0.16,0.073333333,0.43478260245746697,-1.201633881869188,Downregulated
AP1M1,15.07333333,15.16666667,30.41,32.42666667,1.0061919509080477,0.00890555385800685,Below fold-change threshold
CA9,0.52,0.303333333,1.056666667,0.646666667,0.5833333326923077,-0.7776075802489313,Below fold-change threshold
DNAJC27,2.31,2.526666667,4.666666667,5.403333333,1.093795093939394,0.12934249622420707,Below fold-change threshold
SAYSD1,4.263333333,4.656666667,8.596666667,9.96,1.0922595779587378,0.12731575674389548,Below fold-change threshold
PROX2,0.846666667,0.913333333,1.71,1.96,1.0787401566619133,0.10934739509383956,Below fold-change threshold
SERPINA10,0.086666667,0.153333333,0.176666667,0.33,1.7692307585798814,0.8231222292307998,Below fold-change threshold
MRPS27,43.78,43.43666667,88.32,92.86333333,0.992157758565555,-0.011358559552838059,Below fold-change threshold
THYN1,49.1,41.56666667,99.03666667,88.86,0.8465716226069245,-0.2402959650904861,Below fold-change threshold
FBH1,22.86666667,26.57,46.12,56.81666667,1.1619533526002983,0.21655215194118269,Below fold-change threshold
SLC9A3R2,37.03666667,39.4,74.71,84.22,1.0638106380106371,0.08924136896309567,Below fold-change threshold
TSPAN11,0.466666667,0.65,0.943333333,1.386666667,1.392857141862245,0.47804729577414795,Below fold-change threshold
FOS,4.126666667,6.296666667,8.313333333,13.44666667,1.5258481421223062,0.6096113871339441,Below fold-change threshold
SMAD2,7.393333333,7.766666667,14.90666667,16.60666667,1.0504959423827995,0.0710705895068956,Below fold-change threshold
PRR20A,0.0,0.003333333,0.0,0.003333333,,,Below fold-change threshold
NAA80,11.8,13.17333333,23.79333333,28.15666667,1.1163841805084744,0.15883358624926328,Below fold-change threshold
NME7,13.70333333,14.75,27.63333333,31.53,1.0763804429764974,0.10618808364472007,Below fold-change threshold
ZNF189,4.816666667,4.583333333,9.713333333,9.793333333,0.9515570932905496,-0.07163787429342075,Below fold-change threshold
C15orf48,0.483333333,0.72,0.983333333,1.536666667,1.4896551734411416,0.5749784131434963,Below fold-change threshold
YPEL2,1.08,1.556666667,2.18,3.326666667,1.441358025,0.5274287371339654,Below fold-change threshold
ILKAP,20.79666667,19.3,41.93,41.25,0.9280333385273227,-0.10775146144819146,Below fold-change threshold
PRDM6,0.036666667,0.033333333,0.076666667,0.073333333,0.9090908917355374,-0.13750355129229477,Below fold-change threshold
LRRC19,0.063333333,0.113333333,0.126666667,0.24,1.7894736883656508,0.8395353311566649,Below fold-change threshold
AKR1E2,0.06,0.08,0.126666667,0.173333333,1.3333333333333335,0.415037499278844,Below fold-change threshold
MAPK7,23.66333333,27.17666667,47.73,58.09666667,1.1484716160231683,0.19971520157553618,Below fold-change threshold
APOE,38.50666667,35.51,77.68666667,75.91333333,0.9221779777595067,-0.1168828812699303,Below fold-change threshold
EIF3B,183.1166667,168.65,369.3866667,360.5333333,0.9209975423826345,-0.11873078829617616,Below fold-change threshold
ENDOG,14.73333333,14.46333333,29.72333333,30.92,0.9816742081406502,-0.02668378346814485,Below fold-change threshold
TMEM212,4.903333333,5.993333333,9.896666667,12.82333333,1.222297756643256,0.28959577427745403,Below fold-change threshold
PRDM4,11.65,11.32333333,23.5,24.22,0.9719599424892704,-0.04103123780829465,Below fold-change threshold
ARHGEF11,11.52333333,11.42,23.25333333,24.42666667,0.9910326875878024,-0.012995451761073855,Below fold-change threshold
MTFR1L,15.87666667,16.43666667,32.01666667,35.12666667,1.0352718874584774,0.05000970412677709,Below fold-change threshold
CCS,29.42,29.26666667,59.34333333,62.58666667,0.9947881261046906,-0.007538807388949836,Below fold-change threshold
CDK12,25.45666667,27.15,51.37,58.04666667,1.0665182661952968,0.0929086748427601,Below fold-change threshold
H2AC17,0.446666667,0.393333333,0.903333333,0.836666667,0.8805970135219425,-0.1834461433951922,Below fold-change threshold
DMXL2,5.353333333,6.273333333,10.79666667,13.41,1.1718555417292562,0.22879473522439625,Below fold-change threshold
FOXR1,0.0,0.016666667,0.0,0.036666667,,,Below fold-change threshold
CNIH1,12.94,12.74666667,26.10666667,27.26,0.9850592480680062,-0.02171759435564139,Below fold-change threshold
COL17A1,0.153333333,0.113333333,0.31,0.246666667,0.739130434215501,-0.43609911591360057,Below fold-change threshold
ATP5PD,178.2333333,158.0133333,359.4266667,337.8,0.8865532073848051,-0.1737208763672612,Below fold-change threshold
MKX,17.46,20.35333333,35.23666667,43.51333333,1.1657121036655211,0.22121152961990873,Below fold-change threshold
OR1F1,2.173333333,1.906666667,4.383333333,4.07,0.8773006137848621,-0.18885681697919637,Below fold-change threshold
LRRC41,15.05,14.19666667,30.37333333,30.35666667,0.9433001109634551,-0.08421125747914279,Below fold-change threshold
COTL1,255.3333333,260.75,515.13,557.3833333,1.021214099350028,0.030285361504306302,Below fold-change threshold
PLEC,42.23666667,43.42333333,85.21333333,92.84333333,1.028095651327591,0.039974495345401664,Below fold-change threshold
MTIF2,23.09666667,22.77333333,46.59333333,48.68333333,0.9860008656391974,-0.020339181699156127,Below fold-change threshold
HSFX2,0.246666667,0.273333333,0.496666667,0.58,1.1081081052593134,0.14809863528016182,Below fold-change threshold
TXNL1,37.27,33.22666667,75.18666667,71.04,0.8915123871746713,-0.16567325128127156,Below fold-change threshold
SNAPC3,7.97,8.263333333,16.08333333,17.67,1.0368046841907153,0.0521441413168977,Below fold-change threshold
NUP58,19.49333333,20.00666667,39.32,42.77666667,1.0263337896761857,0.03750000813291896,Below fold-change threshold
LCE6A,0.03,0.0,0.056666667,0.0,0.0,,Below fold-change threshold
MTURN,2.533333333,3.066666667,5.11,6.56,1.2105263160803323,0.2756344429600703,Below fold-change threshold
NEXN,3.89,4.96,7.85,10.6,1.275064267352185,0.3505699654006832,Below fold-change threshold
PKD2,8.143333333,9.416666667,16.43,20.13666667,1.1563651249347673,0.20959700403277914,Below fold-change threshold
MCAM,38.10333333,39.76,76.88666667,85.0,1.0434782609608502,0.061400544790352306,Below fold-change threshold
HDLBP,180.11,181.54,363.37,388.1333333,1.0079395924712675,0.011409178268786327,Below fold-change threshold
CEP164,8.686666667,8.15,17.53,17.42666667,0.9382194934405902,-0.09200261878389894,Below fold-change threshold
SCRG1,0.276666667,0.236666667,0.56,0.5,0.8554216869211787,-0.22529231154846463,Below fold-change threshold
CGB8,1.576666667,1.2,3.176666667,2.566666667,0.7610993655896195,-0.39384327731473007,Below fold-change threshold
CXCL17,0.103333333,0.1,0.203333333,0.216666667,0.9677419386056192,-0.04730571012450165,Below fold-change threshold
TXNDC15,18.65333333,17.18666667,37.63333333,36.75333333,0.9213724092068215,-0.11814369826548492,Below fold-change threshold
FAM83D,116.3866667,104.5133333,234.7533333,223.41,0.8979837318427129,-0.15523878600383115,Below fold-change threshold
ANKRD13D,17.02,17.37,34.33,37.13333333,1.0205640423031728,0.029366717024430174,Below fold-change threshold
TNFAIP3,1.77,2.23,3.57,4.756666667,1.2598870056497176,0.3332943498373073,Below fold-change threshold
NUP160,19.03333333,20.57,38.41666667,43.97666667,1.0807355518530184,0.11201354924854598,Below fold-change threshold
SH2D4A,14.32,14.66333333,28.88666667,31.35333333,1.0239757912011174,0.03418160759675163,Below fold-change threshold
LOC112267971,0.11,0.11,0.226666667,0.236666667,1.0,0.0,Below fold-change threshold
NUP62,64.25,62.29333333,129.6266667,133.1733333,0.9695460440466926,-0.0446186808869407,Below fold-change threshold
HDGF,264.2833333,253.3766667,533.0766667,541.6733333,0.9587311599872272,-0.06080177237354518,Below fold-change threshold
SP110,7.386666667,7.813333333,14.9,16.70666667,1.0577617327591262,0.08101468824640748,Below fold-change threshold
FAM9A,0.0,0.033333333,0.0,0.073333333,,,Below fold-change threshold
EMC2,8.873333333,8.243333333,17.91,17.63333333,0.9290007513121339,-0.10624833152609568,Below fold-change threshold
DTX3,22.62333333,22.36666667,45.64333333,47.81666667,0.9886547814923611,-0.016461246271595165,Below fold-change threshold
CEP68,9.14,9.53,18.44666667,20.37,1.0426695842450764,0.060282048851871925,Below fold-change threshold
APOBEC3G,7.63,7.416666667,15.38333333,15.84666667,0.9720401922673657,-0.0409121267497239,Below fold-change threshold
BRD1,14.56666667,15.80333333,29.39666667,33.78,1.0848970246945315,0.11755811270399662,Below fold-change threshold
LGALS7B,0.076666667,0.0,0.156666667,0.0,0.0,,Below fold-change threshold
FBXO2,10.27,13.24666667,20.72,28.32333333,1.2898409610516066,0.36719319057335237,Below fold-change threshold
TMEM119,0.093333333,0.113333333,0.186666667,0.243333333,1.2142857150510202,0.2801079201019967,Below fold-change threshold
PTGER1,0.116666667,0.126666667,0.236666667,0.273333333,1.0857142854693878,0.1186444961731991,Below fold-change threshold
PACRG,0.076666667,0.1,0.153333333,0.216666667,1.3043478204158792,0.38332863327891864,Below fold-change threshold
WBP2,83.76333333,96.97,168.9366667,207.29,1.1576664412096649,0.2112196290321943,Below fold-change threshold
SYT1,0.723333333,0.783333333,1.463333333,1.683333333,1.0829493087939859,0.11496571417144408,Below fold-change threshold
HIPK1,8.266666667,9.386666667,16.69,20.07666667,1.1354838709622788,0.18330721335611844,Below fold-change threshold
TDP1,6.77,7.046666667,13.66,15.07,1.0408665682422453,0.057785137154775054,Below fold-change threshold
SP2,19.94333333,21.33333333,40.23,45.59666667,1.0696974761941662,0.09720284213548012,Below fold-change threshold
CRLF2,0.116666667,0.06,0.233333333,0.126666667,0.5142857128163265,-0.95935801962464,Below fold-change threshold
NHLRC2,3.803333333,3.826666667,7.666666667,8.183333333,1.006134969500976,0.008823850639117914,Below fold-change threshold
UBE2D2,63.74333333,62.53,128.56,133.6733333,0.9809653297589795,-0.027725946688189018,Below fold-change threshold
COL3A1,29.19333333,36.50333333,58.9,78.04333333,1.250399634648367,0.3223892619122543,Below fold-change threshold
SSUH2,0.85,0.736666667,1.71,1.576666667,0.8666666670588236,-0.20645087681462312,Below fold-change threshold
SLC17A4,0.01,0.0,0.016666667,0.0,0.0,,Below fold-change threshold
ZNF180,4.716666667,5.046666667,9.51,10.78666667,1.0699646643060097,0.09756315225982017,Below fold-change threshold
FAM228B,1.953333333,2.07,3.94,4.426666667,1.0597269626381787,0.08369260404442724,Below fold-change threshold
BRI3BP,8.333333333,8.576666667,16.81666667,18.33666667,1.0292000000811679,0.04152336229812871,Below fold-change threshold
ERP27,0.026666667,0.013333333,0.056666667,0.026666667,0.49999998125000017,-1.0000000541010645,Downregulated
TUBA3C,0.19,0.16,0.39,0.343333333,0.8421052631578947,-0.24792751344358557,Below fold-change threshold
DPM3,52.86333333,47.01,106.6566667,100.4966667,0.8892742292004081,-0.16929971733926197,Below fold-change threshold
UBE2Q1,23.34333333,22.60333333,47.08666667,48.32,0.9682993002953448,-0.046475042934354824,Below fold-change threshold
TNFSF4,0.22,0.183333333,0.443333333,0.386666667,0.8333333318181818,-0.26303440845687576,Below fold-change threshold
ADGRF1,0.113333333,0.173333333,0.23,0.366666667,1.5294117662629758,0.6129768783595599,Below fold-change threshold
SRPRB,13.43333333,11.88333333,27.09,25.41,0.8846153845867532,-0.17687776213077355,Below fold-change threshold
CALM2,415.5366667,423.4166667,838.18,905.33,1.0189634288174358,0.027102273279461953,Below fold-change threshold
LRRC71,1.306666667,1.23,2.636666667,2.63,0.9413265303721106,-0.08723283842284664,Below fold-change threshold
PAK5,0.003333333,0.003333333,0.006666667,0.006666667,1.0,0.0,Below fold-change threshold
RBBP4,25.22,27.11333333,50.88,57.97333333,1.0750726934972246,0.10443421423539113,Below fold-change threshold
MORF4L2,106.3566667,103.89,214.5866667,222.1033333,0.9768075967728688,-0.033853674472031484,Below fold-change threshold
FAM53B,5.12,5.076666667,10.32333333,10.85666667,0.9915364583984374,-0.012262274139136912,Below fold-change threshold
EZH1,10.02666667,11.44,20.22666667,24.45666667,1.140957446429203,0.1902449853422888,Below fold-change threshold
ZFP36L1,68.89333333,79.47333333,138.98,169.8966667,1.1535707373792128,0.20610647332057885,Below fold-change threshold
DNAJC6,2.596666667,3.3,5.24,7.06,1.2708600768586829,0.34580519672010435,Below fold-change threshold
ZNF641,1.73,1.9,3.486666667,4.066666667,1.0982658959537572,0.13522738069422321,Below fold-change threshold
GGACT,0.306666667,0.28,0.623333333,0.593333333,0.913043477268431,-0.1312445348463993,Below fold-change threshold
SCOC,26.28,23.76,53.01333333,50.79,0.904109589041096,-0.1454304395215637,Below fold-change threshold
ST13,107.7,106.4066667,217.3033333,227.5133333,0.9879913342618384,-0.017429706996740627,Below fold-change threshold
HDAC6,9.87,10.59,19.91,22.63333333,1.0729483282674772,0.10158059953593883,Below fold-change threshold
PYGO2,13.38666667,16.61,27.00666667,35.50666667,1.2407868522806804,0.3112553043735234,Below fold-change threshold
ENTPD7,2.436666667,2.4,4.913333333,5.133333333,0.9849521202482966,-0.0218744998201217,Below fold-change threshold
GRHPR,83.52,79.93,168.4433333,170.89,0.9570162835249043,-0.06338462267264637,Below fold-change threshold
RBMS1,17.44666667,17.8,35.2,38.05666667,1.020252196977407,0.028925817251242495,Below fold-change threshold
TTC9B,0.083333333,0.166666667,0.173333333,0.356666667,2.000000012,1.0000000086561702,Upregulated
ALOX12B,0.4,0.413333333,0.803333333,0.89,1.0333333325,0.04730571361489298,Below fold-change threshold
CILK1,2.8,3.313333333,5.646666667,7.09,1.183333333214286,0.24285652375102343,Below fold-change threshold
POLR2L,182.0666667,153.2833333,367.2033333,327.7666667,0.8419077257704306,-0.24826597426599653,Below fold-change threshold
DAAM1,4.553333333,5.336666667,9.183333333,11.41666667,1.1720351392512471,0.22901582442189325,Below fold-change threshold
EMX2,0.033333333,0.003333333,0.07,0.01,0.09999999099999991,-3.3219282247299233,Downregulated
CCDC50,13.09666667,14.84333333,26.42666667,31.73,1.1333672684822176,0.18061544329304272,Below fold-change threshold
PAWR,11.19666667,12.50666667,22.59333333,26.72666667,1.1169991068422152,0.15962803223589023,Below fold-change threshold
SVOP,0.133333333,0.16,0.276666667,0.35,1.200000003,0.2630344094405314,Below fold-change threshold
PRKCI,21.10666667,24.32333333,42.58666667,51.99666667,1.1524005050296273,0.20464219785927484,Below fold-change threshold
RPTOR,10.44666667,11.08333333,21.08,23.69333333,1.0609444792402858,0.0853491599091042,Below fold-change threshold
FOXD4L3,0.0,0.013333333,0.0,0.026666667,,,Below fold-change threshold
CYP20A1,6.183333333,5.74,12.47333333,12.27666667,0.928301886842496,-0.10733404403354836,Below fold-change threshold
RNF34,25.12666667,24.51666667,50.67666667,52.40666667,0.9757230034524114,-0.03545645351740224,Below fold-change threshold
CDK5RAP2,13.16666667,14.31666667,26.56666667,30.60333333,1.0873417721297869,0.12080547804466008,Below fold-change threshold
SULT1A1,11.06333333,9.726666667,22.32,20.79333333,0.8791804763420248,-0.18576874567629023,Below fold-change threshold
LOC107986554,0.01,0.01,0.02,0.02,1.0,0.0,Below fold-change threshold
METTL4,6.116666667,6.923333333,12.33333333,14.79666667,1.131880108875647,0.17872115296599111,Below fold-change threshold
NME4,514.0366667,456.1033333,1036.68,974.9566667,0.8872972743911072,-0.17251055807485927,Below fold-change threshold
WNT11,1.043333333,1.066666667,2.106666667,2.276666667,1.0223642178985188,0.031909248866511024,Below fold-change threshold
ATRN,19.68666667,21.39666667,39.72,45.74666667,1.0868608194908802,0.12016720449918179,Below fold-change threshold
PLBD2,17.54666667,16.77666667,35.39666667,35.85666667,0.9561170212849323,-0.06474089122576052,Below fold-change threshold
EZH2,19.78333333,20.34,39.90666667,43.49,1.0281381636104696,0.04003415029246954,Below fold-change threshold
CROT,2.933333333,2.723333333,5.923333333,5.823333333,0.9284090909009555,-0.10716744539161818,Below fold-change threshold
GLYATL1,0.33,0.423333333,0.66,0.91,1.2828282818181818,0.3593280655565758,Below fold-change threshold
PTGDR2,0.133333333,0.203333333,0.263333333,0.44,1.5250000013125,0.6088092439171877,Below fold-change threshold
CLCN7,30.02,32.58333333,60.54333333,69.66,1.0853875193204532,0.1182102245926423,Below fold-change threshold
LAMB2,34.59333333,38.38333333,69.79333333,82.06333333,1.1095586818374985,0.14998597015518578,Below fold-change threshold
METTL25,1.633333333,1.52,3.296666667,3.246666667,0.9306122450878801,-0.10374792454340126,Below fold-change threshold
SLIT1,0.113333333,0.133333333,0.23,0.28,1.1764705887543252,0.23446525427350598,Below fold-change threshold
DMXL1,3.086666667,3.553333333,6.226666667,7.606666667,1.1511879047352929,0.2031233392078036,Below fold-change threshold
RECQL4,40.36333333,41.78,81.42333333,89.32333333,1.0350978611805348,0.04976717078322481,Below fold-change threshold
ZNF415,0.04,0.093333333,0.08,0.203333333,2.333333325,1.2223924161839657,Upregulated
NRXN3,0.423333333,0.393333333,0.85,0.843333333,0.9291338582119165,-0.10604163749696702,Below fold-change threshold
CARMIL1,3.81,4.19,7.683333333,8.956666667,1.0997375328083991,0.13715924620602982,Below fold-change threshold
DYRK4,41.85333333,32.90666667,84.42,70.34333333,0.7862376554464987,-0.34696263417165635,Below fold-change threshold
REXO4,15.45333333,16.11666667,31.18,34.44,1.0429249357297077,0.060635323967311396,Below fold-change threshold
CSMD1,0.0,0.0,0.003333333,0.003333333,,,Below fold-change threshold
GNRH2,0.44,0.44,0.89,0.933333333,1.0,0.0,Below fold-change threshold
TMEM249,2.6,2.676666667,5.25,5.723333333,1.0294871796153846,0.04192586394736693,Below fold-change threshold
NSUN3,2.363333333,2.186666667,4.773333333,4.67,0.925246826787764,-0.11208981219802627,Below fold-change threshold
PPP2R5B,12.02,12.96333333,24.25666667,27.71666667,1.0784803103161398,0.10899983763089861,Below fold-change threshold
PEX7,5.75,4.683333333,11.6,10.01,0.8144927535652174,-0.29602623154728813,Below fold-change threshold
TPM3,155.87,141.8233333,314.47,303.19,0.9098821665490473,-0.13624837237005602,Below fold-change threshold
HIVEP2,2.843333333,4.0,5.736666667,8.543333333,1.4067995312317467,0.4924167593467226,Below fold-change threshold
POLR3D,4.73,5.016666667,9.54,10.73333333,1.0606060606765326,0.08488889768237295,Below fold-change threshold
RNFT1,13.53666667,13.87333333,27.29666667,29.66333333,1.0248707209985544,0.03544193710911805,Below fold-change threshold
CATSPERZ,0.22,0.31,0.446666667,0.66,1.4090909090909092,0.49476469174957804,Below fold-change threshold
GJA3,0.13,0.1,0.266666667,0.216666667,0.7692307692307693,-0.3785116232537297,Below fold-change threshold
G0S2,0.786666667,1.093333333,1.59,2.34,1.3898305074619361,0.47490895420508483,Below fold-change threshold
PCID2,25.14666667,26.66666667,50.72333333,57.01666667,1.060445387054554,0.08467032397609014,Below fold-change threshold
CRPPA,0.313333333,0.29,0.626666667,0.623333333,0.9255319158782254,-0.11164535429412724,Below fold-change threshold
RTN4RL1,6.21,6.773333333,12.53333333,14.47666667,1.0907139022544283,0.12527272775952947,Below fold-change threshold
MPZ,0.41,0.466666667,0.833333333,1.0,1.1382113829268292,0.18676851263622296,Below fold-change threshold
NFE2L2,35.48,40.66,71.56666667,86.92333333,1.1459977452085681,0.19660420554366845,Below fold-change threshold
LDLR,24.75333333,35.4,49.94,75.68,1.4301104230312565,0.5161265460310519,Below fold-change threshold
ARHGAP39,7.313333333,7.39,14.75333333,15.79666667,1.0104831358710338,0.015045244529870489,Below fold-change threshold
CHRNB2,0.376666667,0.28,0.763333333,0.6,0.7433628312005639,-0.42786154091314865,Below fold-change threshold
CLSTN1,46.42333333,51.96666667,93.65666667,111.0833333,1.119408343657601,0.16273640620387933,Below fold-change threshold
PIF1,18.64333333,16.91,37.60666667,36.15,0.9070266406055831,-0.14078316959649495,Below fold-change threshold
PDE4C,0.69,0.62,1.393333333,1.323333333,0.8985507246376813,-0.15432814639129366,Below fold-change threshold
HTR1D,1.74,2.763333333,3.51,5.91,1.5881226051724138,0.6673222947518376,Below fold-change threshold
CSNK1E,46.28666667,51.78666667,93.36,110.7133333,1.1188247155322752,0.16198402930750846,Below fold-change threshold
SDCCAG8,4.19,4.29,8.453333333,9.176666667,1.0238663484486872,0.03402740380019376,Below fold-change threshold
NUTM2F,0.0,0.033333333,0.0,0.073333333,,,Below fold-change threshold
TERF2,10.83666667,11.24333333,21.86666667,24.04666667,1.0375269141687091,0.05314876145628255,Below fold-change threshold
CDH10,0.486666667,0.306666667,0.98,0.656666667,0.6301369865547007,-0.6662626022430047,Below fold-change threshold
SHD,0.726666667,0.893333333,1.47,1.91,1.2293577971424963,0.2979048644807401,Below fold-change threshold
HGFAC,0.5,0.583333333,1.013333333,1.246666667,1.166666666,0.22239242051205077,Below fold-change threshold
PRAG1,3.69,4.183333333,7.43,8.943333333,1.133694670189702,0.18103214194162637,Below fold-change threshold
ZASP,2.693333333,1.173333333,5.43,2.503333333,0.43564356428658957,-1.1987798643458025,Downregulated
LRRTM2,0.133333333,0.13,0.27,0.276666667,0.9750000024375001,-0.03652587241837631,Below fold-change threshold
TDP2,20.97,21.63,42.32333333,46.24,1.0314735336194565,0.04470680386538624,Below fold-change threshold
DYSF,7.873333333,9.21,15.88,19.7,1.1697713802358076,0.22622659747641413,Below fold-change threshold
PPP2R3B,23.35666667,25.67,47.09333333,54.87,1.0990438131726783,0.13624890019708358,Below fold-change threshold
NCS1,13.18333333,12.42,26.59666667,26.55666667,0.9420986095934509,-0.08605002005373913,Below fold-change threshold
CREBL2,6.513333333,7.726666667,13.15,16.51666667,1.186284544635941,0.24645009917415828,Below fold-change threshold
ZDHHC12,28.14333333,23.35333333,56.76,49.93333333,0.8297998341620041,-0.269164726004719,Below fold-change threshold
HSD17B13,0.23,0.21,0.473333333,0.446666667,0.9130434782608695,-0.13124453327825267,Below fold-change threshold
SERPINE1,15.83666667,18.07,31.95333333,38.62666667,1.1410229422982483,0.19032779987125073,Below fold-change threshold
LPA,0.02,0.013333333,0.04,0.03,0.6666666499999999,-0.5849625367885328,Below fold-change threshold
ARR3,0.106666667,0.13,0.216666667,0.28,1.2187499961914063,0.28540221435382646,Below fold-change threshold
DNAAF6,0.18,0.17,0.363333333,0.36,0.9444444444444445,-0.08246216019197282,Below fold-change threshold
JRK,7.206666667,8.056666667,14.54666667,17.23,1.1179463459704928,0.16085095002389227,Below fold-change threshold
CCL3L3,0.023333333,0.06,0.046666667,0.13,2.5714286081632656,1.3625700999946375,Upregulated
DAPK2,3.183333333,3.526666667,6.426666667,7.54,1.1078534033620788,0.14776698947834277,Below fold-change threshold
EBF3,0.786666667,1.056666667,1.583333333,2.26,1.3432203388376185,0.4256959806213634,Below fold-change threshold
ZGPAT,30.73333333,29.69666667,62.00333333,63.47666667,0.9662689806904846,-0.04950324631136897,Below fold-change threshold
CCIN,0.083333333,0.036666667,0.173333333,0.08,0.44000000576000003,-1.1844245522512378,Downregulated
LRRC61,0.056666667,0.04,0.116666667,0.083333333,0.7058823487889274,-0.5025003490156245,Below fold-change threshold
COQ4,31.85,32.04,64.24,68.48333333,1.0059654631083201,0.008580775265047228,Below fold-change threshold
AGBL2,0.62,0.67,1.253333333,1.433333333,1.0806451612903227,0.11189288007089743,Below fold-change threshold
HOXD13,0.44,0.516666667,0.883333333,1.1,1.1742424249999999,0.23173028684655494,Below fold-change threshold
SRRM4,0.02,0.006666667,0.036666667,0.016666667,0.33333335000000003,-1.584962428586406,Downregulated
LRFN3,10.63333333,10.62,21.45,22.7,0.9987460818177888,-0.0018101566746663528,Below fold-change threshold
SCHIP1,0.736666667,0.52,1.483333333,1.106666667,0.7058823526217727,-0.5025003411819864,Below fold-change threshold
SLC23A3,0.506666667,0.433333333,1.02,0.933333333,0.855263156674169,-0.2255597024740379,Below fold-change threshold
ZNF71,4.796666667,5.44,9.68,11.63333333,1.13412091722487,0.18157446513094103,Below fold-change threshold
C1orf162,0.553333333,0.626666667,1.113333333,1.336666667,1.1325301217665844,0.17954942196719698,Below fold-change threshold
C1QL1,58.44,66.76666667,117.8866667,142.7033333,1.1424823181040384,0.19217183724744236,Below fold-change threshold
DCK,16.28666667,16.39333333,32.85666667,35.05666667,1.0065493241902275,0.00941787074020509,Below fold-change threshold
SMAD9,2.566666667,2.713333333,5.173333333,5.8,1.0571428568756958,0.0801703483193851,Below fold-change threshold
ACER2,1.383333333,1.366666667,2.786666667,2.923333333,0.9879518077079402,-0.017487426029326826,Below fold-change threshold
CCDC62,0.156666667,0.14,0.313333333,0.3,0.8936170193752829,-0.16227143196844102,Below fold-change threshold
